,donorID,donated,probability
63,100111,0.0,0.33524442317904185
64,100113,0.0,0.2053234304342109
65,100114,0.0,0.3433835935078037
66,100115,0.0,0.4883316414256053
67,100116,0.0,0.19097253288012161
68,100118,0.0,0.23637816813184884
69,100119,0.0,0.2053234304342109
70,100121,0.0,0.4123998947790305
71,100123,0.0,0.39095418806755766
72,100124,0.0,0.21279297836302227
73,100125,0.0,0.2530737978796321
74,100126,0.0,0.2117430115159777
75,100127,1.0,0.741952345813985
76,100128,0.0,0.4117144923344608
77,100131,0.0,0.22832084561149765
78,100132,1.0,0.7445149207750952
79,100134,0.0,0.14791172668835917
80,100136,1.0,0.6589042559495055
81,100137,0.0,0.1786987978303057
82,100138,1.0,0.7128155776609468
83,100139,0.0,0.2998545018385618
84,100140,1.0,0.5314473104109315
85,100142,0.0,0.22647540576931485
86,100143,0.0,0.14791172668835917
87,100145,1.0,0.7434358854735185
88,100146,1.0,0.7670400553150905
89,100149,1.0,0.5558612244058397
90,100150,0.0,0.14866545187595376
91,100154,0.0,0.1423079527533479
92,100155,1.0,0.7750151911058767
93,100156,1.0,0.6431806769880288
94,100161,1.0,0.7481679895571645
95,100162,0.0,0.2687841042049936
96,100165,1.0,0.5693201966318441
97,100166,0.0,0.3820832225098533
98,100167,1.0,0.5868706768233922
99,100168,0.0,0.4901453798393068
100,100169,0.0,0.49561496978421277
101,100170,0.0,0.20260623669171998
102,100171,0.0,0.1407701382405711
103,100173,0.0,0.22811105084853311
104,100175,0.0,0.22045887872392667
105,100176,0.0,0.2294967587388813
106,100177,0.0,0.49384034954154127
107,100181,1.0,0.8544710041149042
108,100182,1.0,0.8137362567830221
109,100185,0.0,0.16174337865610758
110,100186,0.0,0.23293053756950605
111,100190,1.0,0.8784535835108496
112,100194,1.0,0.5868706768233922
113,100196,0.0,0.4123998947790305
114,100199,0.0,0.25698332617979125
115,100201,0.0,0.3226993880709598
116,100202,0.0,0.19234665208852503
117,100203,1.0,0.8174318059557442
118,100204,0.0,0.4883316414256053
119,100206,1.0,0.6031776019792507
120,100208,0.0,0.14635924417411184
121,100211,0.0,0.4883316414256053
122,100212,0.0,0.27775539093829454
123,100213,0.0,0.2685028665651998
124,100214,1.0,0.7436468520512287
125,100216,1.0,0.6403607083403141
126,100218,0.0,0.2466538889727696
127,100222,0.0,0.13517579211367706
128,100223,1.0,0.5670085860781179
129,100228,1.0,0.5616460320663236
130,100229,1.0,0.8114202727343351
131,100230,0.0,0.3181025785711192
132,100233,1.0,0.5890194579247051
133,100236,0.0,0.19097253288012161
134,100237,0.0,0.2578728190333002
135,100241,0.0,0.2530737978796321
136,100242,0.0,0.15721439043848673
137,100243,0.0,0.49862242704905996
138,100244,0.0,0.3332706937365774
139,100246,0.0,0.13793365372107244
140,100247,1.0,0.87229551890425
141,100249,0.0,0.43741799004372844
142,100251,1.0,0.5223730581370736
143,100252,0.0,0.26043336968961783
144,100253,1.0,0.5826911391220432
145,100254,1.0,0.7945526137511475
146,100256,0.0,0.40466665084055997
147,100258,0.0,0.37616075503498114
148,100259,0.0,0.217377884315603
149,100260,0.0,0.2687841042049936
150,100261,1.0,0.5977793913499478
151,100263,0.0,0.1974885446932278
152,100266,0.0,0.13264905870044985
153,100267,1.0,0.6786272888241454
154,100268,1.0,0.716969478602747
155,100269,0.0,0.3056122250224905
156,100270,0.0,0.15369662232777712
157,100271,1.0,0.5029169325964468
158,100272,1.0,0.5558612244058397
159,100273,0.0,0.4488424291472266
160,100275,0.0,0.2053234304342109
161,100279,0.0,0.38698562770203637
162,100281,0.0,0.4123998947790305
163,100284,1.0,0.5758760153990479
164,100289,0.0,0.4916234367734064
165,100291,0.0,0.13793365372107244
166,100292,1.0,0.5773437927113946
167,100293,1.0,0.718690834757206
168,100294,0.0,0.3000405732487078
169,100295,1.0,0.5620534024230787
170,100296,0.0,0.18542576253274648
171,100298,0.0,0.47926449431100515
172,100299,0.0,0.2952384884383466
173,100300,0.0,0.37147538458353563
174,100301,1.0,0.6876844763933928
175,100304,0.0,0.16582050104908086
176,100307,1.0,0.5977793913499478
177,100313,1.0,0.5780408657892319
178,100314,0.0,0.32330897772043743
179,100315,0.0,0.40466665084055997
180,100319,1.0,0.5977793913499478
181,100320,1.0,0.7676592783103875
182,100322,1.0,0.5334567057770295
183,100323,1.0,0.5669845991848441
184,100325,1.0,0.5109164129604662
185,100327,0.0,0.4762107389020498
186,100329,0.0,0.2599982714474256
187,100330,1.0,0.5669845991848441
188,100333,0.0,0.22210533402971194
189,100334,0.0,0.32636517780652713
190,100335,1.0,0.7463961002186696
191,100336,1.0,0.5109164129604662
192,100337,0.0,0.47926449431100515
193,100341,0.0,0.40466665084055997
194,100342,0.0,0.48255281169534703
195,100344,0.0,0.2530737978796321
196,100345,0.0,0.4123998947790305
197,100348,0.0,0.2530737978796321
198,100350,1.0,0.8450292735240117
199,100351,0.0,0.4567721583115617
200,100352,0.0,0.23627996256023626
201,100356,1.0,0.5926651847351069
202,100357,0.0,0.16582050104908086
203,100359,0.0,0.30574428298419115
204,100361,0.0,0.32330897772043743
205,100363,1.0,0.5758760153990479
206,100368,0.0,0.3928046655181646
207,100369,0.0,0.38519799038889757
208,100370,1.0,0.7815405729720817
209,100371,1.0,0.6111018510241185
210,100373,0.0,0.31241695314472584
211,100374,1.0,0.5240571792507716
212,100376,0.0,0.15369662232777712
213,100380,1.0,0.6982806941969616
214,100382,0.0,0.24247839275515767
215,100384,0.0,0.40363043944015864
216,100387,0.0,0.32934119131876427
217,100392,1.0,0.619299390893607
218,100393,0.0,0.49210626934597673
219,100397,1.0,0.8616117437175898
220,100399,0.0,0.4680020718579246
221,100400,1.0,0.619299390893607
222,100402,0.0,0.3640341189072622
223,100404,1.0,0.5018412118690165
224,100405,1.0,0.6709449026718762
225,100406,0.0,0.3075336372068472
226,100409,0.0,0.32330897772043743
227,100411,1.0,0.7492336245228427
228,100413,0.0,0.2779151817960887
229,100416,1.0,0.7260465204266654
230,100417,1.0,0.7670400553150905
231,100418,0.0,0.4567721583115617
232,100419,1.0,0.7670400553150905
233,100423,1.0,0.6589042559495055
234,100425,1.0,0.8151430706067664
235,100426,0.0,0.47926449431100515
236,100427,0.0,0.25140088623675955
237,100428,0.0,0.24462969123927128
238,100429,1.0,0.7968740530922981
239,100430,1.0,0.6744489786685103
240,100432,0.0,0.43445472269339
241,100434,1.0,0.581250424787603
242,100435,1.0,0.7977646481342917
243,100436,0.0,0.16582050104908086
244,100437,1.0,0.7260465204266654
245,100440,0.0,0.37147538458353563
246,100441,0.0,0.42633458536917535
247,100444,1.0,0.7761339958654926
248,100445,1.0,0.5538909187783556
249,100446,1.0,0.6789105260989666
250,100449,1.0,0.6014831445510025
251,100450,1.0,0.6589042559495055
252,100451,1.0,0.5804438045549933
253,100452,0.0,0.4123998947790305
254,100453,0.0,0.3820832225098533
255,100454,1.0,0.5202037709815528
256,100455,0.0,0.1721642972600623
257,100456,1.0,0.5449207538380358
258,100459,0.0,0.29623977411902525
259,100460,1.0,0.5109164129604662
260,100461,0.0,0.14339397519638195
261,100463,1.0,0.5973481754650172
262,100464,1.0,0.6608948613971262
263,100468,1.0,0.5868706768233922
264,100469,0.0,0.22832084561149765
265,100472,0.0,0.43445472269339
266,100473,0.0,0.4883316414256053
267,100475,0.0,0.22832084561149765
268,100476,0.0,0.21137355522704446
269,100478,0.0,0.3928046655181646
270,100480,0.0,0.4567721583115617
271,100481,0.0,0.4439343729227912
272,100482,0.0,0.29623977411902525
273,100483,0.0,0.3332706937365774
274,100484,1.0,0.5702157276270616
275,100485,1.0,0.8035591153951531
276,100486,1.0,0.716969478602747
277,100487,1.0,0.5051341701709693
278,100488,0.0,0.1721642972600623
279,100489,1.0,0.536733599997461
280,100490,1.0,0.5576101889941121
281,100492,0.0,0.19946260560271448
282,100493,0.0,0.3640341189072622
283,100495,0.0,0.2530737978796321
284,100499,1.0,0.5558612244058397
285,100502,0.0,0.47926449431100515
286,100503,1.0,0.5890194579247051
287,100505,0.0,0.23637816813184884
288,100506,0.0,0.4476744349618416
289,100508,1.0,0.5977793913499478
290,100510,1.0,0.6618585462538633
291,100511,0.0,0.3745560947855361
292,100513,1.0,0.5423495666107799
293,100515,1.0,0.6231235474878838
294,100516,0.0,0.2934039283625599
295,100517,1.0,0.8825500448399861
296,100518,1.0,0.8487627579230637
297,100519,1.0,0.6290334945475841
298,100520,0.0,0.30574428298419115
299,100521,1.0,0.5221978595809947
300,100523,1.0,0.7938698767322486
301,100524,1.0,0.5446815740224386
302,100525,0.0,0.16582050104908086
303,100526,1.0,0.619299390893607
304,100530,0.0,0.31541706194383073
305,100533,1.0,0.7460315941279444
306,100534,0.0,0.18542576253274648
307,100535,1.0,0.5404475791063036
308,100536,0.0,0.16582050104908086
309,100537,0.0,0.2547856218092646
310,100539,1.0,0.5018412118690165
311,100540,0.0,0.26170839267088186
312,100543,0.0,0.146933745800009
313,100544,0.0,0.49054803362407284
314,100545,0.0,0.19097253288012161
315,100546,1.0,0.804422293519182
316,100547,1.0,0.8746358829442191
317,100548,0.0,0.1297165093168508
318,100549,0.0,0.19946260560271448
319,100550,0.0,0.19805011609875978
320,100552,1.0,0.5263880427581992
321,100556,1.0,0.5334567057770295
322,100559,0.0,0.3332706937365774
323,100560,0.0,0.13793365372107244
324,100561,1.0,0.7909407031982708
325,100565,0.0,0.2530737978796321
326,100566,0.0,0.4883316414256053
327,100567,1.0,0.7750151911058767
328,100569,1.0,0.8476206982224599
329,100570,1.0,0.5121095504883926
330,100572,1.0,0.7713621577924102
331,100573,1.0,0.5051341701709693
332,100574,1.0,0.6085921695819227
333,100575,0.0,0.48197913454440805
334,100576,0.0,0.21279297836302227
335,100577,0.0,0.38519799038889757
336,100578,1.0,0.6689837441823091
337,100579,0.0,0.14339397519638195
338,100583,0.0,0.4488424291472266
339,100584,0.0,0.28690862416542606
340,100585,0.0,0.21279297836302227
341,100587,0.0,0.26170839267088186
342,100589,0.0,0.23637816813184884
343,100590,1.0,0.8950096725936237
344,100593,0.0,0.2599982714474256
345,100596,1.0,0.5109164129604662
346,100598,0.0,0.3028302282087067
347,100599,0.0,0.14903308340257476
348,100603,0.0,0.4123998947790305
349,100605,0.0,0.22832084561149765
350,100606,1.0,0.5780408657892319
351,100607,0.0,0.1522353137012093
352,100610,0.0,0.4584278652917116
353,100612,1.0,0.6608948613971262
354,100613,0.0,0.2530737978796321
355,100614,0.0,0.46333804622953034
356,100616,0.0,0.28690862416542606
357,100619,0.0,0.29623977411902525
358,100620,1.0,0.741952345813985
359,100623,1.0,0.8593222401468319
360,100624,1.0,0.5591108121583291
361,100626,0.0,0.3640341189072622
362,100627,1.0,0.5105273340249605
363,100630,1.0,0.564018866576648
364,100631,1.0,0.7349400748467008
365,100635,0.0,0.16582050104908086
366,100637,0.0,0.35364059598727465
367,100642,0.0,0.40149726405707914
368,100644,0.0,0.31541706194383073
369,100645,1.0,0.5900607041414766
370,100647,1.0,0.5558612244058397
371,100649,0.0,0.23637816813184884
372,100650,1.0,0.581250424787603
373,100652,0.0,0.32330897772043743
374,100653,1.0,0.6055035321420309
375,100654,0.0,0.3332706937365774
376,100655,0.0,0.47926449431100515
377,100656,1.0,0.7064082524090419
378,100657,0.0,0.24378118494417902
379,100658,1.0,0.6382832060936163
380,100659,0.0,0.2053234304342109
381,100660,0.0,0.24462969123927128
382,100662,0.0,0.15966537289922852
383,100663,0.0,0.2599982714474256
384,100664,1.0,0.5868706768233922
385,100666,0.0,0.48053600562186854
386,100667,1.0,0.6575321873574214
387,100668,0.0,0.28690862416542606
388,100671,1.0,0.5977793913499478
389,100675,0.0,0.32525249120769206
390,100676,0.0,0.40680521970971034
391,100677,1.0,0.7324149080169866
392,100679,1.0,0.5631884397936098
393,100681,0.0,0.46004248886840426
394,100683,0.0,0.49962383532189314
395,100686,0.0,0.25140088623675955
396,100687,0.0,0.2705108432279392
397,100688,0.0,0.47128305084953054
398,100689,0.0,0.16582050104908086
399,100692,0.0,0.22045887872392667
400,100695,1.0,0.8476206982224599
401,100697,1.0,0.5890194579247051
402,100699,0.0,0.4047758158478829
403,100701,0.0,0.22045887872392667
404,100703,1.0,0.5977793913499478
405,100704,1.0,0.5780408657892319
406,100705,1.0,0.5926433262862125
407,100706,0.0,0.44498451817332224
408,100707,1.0,0.5479464374647062
409,100708,0.0,0.22045887872392667
410,100709,0.0,0.31983679523160424
411,100710,1.0,0.6085921695819227
412,100711,1.0,0.5221978595809947
413,100712,1.0,0.732165860033642
414,100714,0.0,0.28690862416542606
415,100715,0.0,0.19234665208852503
416,100716,0.0,0.174484226806226
417,100721,1.0,0.5558612244058397
418,100723,0.0,0.32330897772043743
419,100724,0.0,0.4314099590624214
420,100725,1.0,0.619299390893607
421,100730,0.0,0.32330001561537497
422,100731,1.0,0.6608948613971262
423,100733,1.0,0.7163578585942436
424,100734,1.0,0.8035591153951531
425,100735,0.0,0.33524442317904185
426,100738,1.0,0.6583635597519717
427,100739,0.0,0.21279297836302227
428,100740,0.0,0.40363043944015864
429,100745,1.0,0.6008895870081425
430,100746,0.0,0.3640341189072622
431,100748,0.0,0.46004248886840426
432,100749,0.0,0.25140088623675955
433,100750,1.0,0.6600644279148022
434,100751,1.0,0.5780408657892319
435,100754,0.0,0.46004248886840426
436,100757,0.0,0.17779841476955185
437,100758,0.0,0.3928046655181646
438,100761,1.0,0.6608948613971262
439,100762,1.0,0.6290776290335078
440,100763,1.0,0.8078112220891573
441,100764,1.0,0.5221978595809947
442,100766,0.0,0.3959508296145881
443,100767,0.0,0.40680521970971034
444,100768,0.0,0.4123998947790305
445,100769,1.0,0.5669845991848441
446,100770,0.0,0.32525249120769206
447,100771,0.0,0.19946260560271448
448,100772,0.0,0.16582050104908086
449,100773,1.0,0.6709449026718762
450,100775,1.0,0.7260465204266654
451,100776,0.0,0.1721642972600623
452,100777,0.0,0.40466665084055997
453,100778,1.0,0.7572369942775752
454,100779,0.0,0.40149726405707914
455,100781,1.0,0.5852255060991348
456,100783,1.0,0.5758760153990479
457,100784,0.0,0.14903308340257476
458,100785,0.0,0.14903308340257476
459,100786,1.0,0.5868706768233922
460,100787,1.0,0.8174318059557442
461,100789,1.0,0.7859939057112086
462,100790,1.0,0.5758760153990479
463,100791,1.0,0.7435691081294707
464,100795,1.0,0.7077127582505228
465,100796,0.0,0.43445472269339
466,100797,0.0,0.47979100734103847
467,100799,0.0,0.15966537289922852
468,100803,0.0,0.32525249120769206
469,100804,0.0,0.49054803362407284
470,100805,0.0,0.25140088623675955
471,100809,1.0,0.7827946187073906
472,100811,1.0,0.7077127582505228
473,100812,0.0,0.4123998947790305
474,100814,0.0,0.1275369766117612
475,100817,1.0,0.6982806941969616
476,100820,0.0,0.18542576253274648
477,100821,1.0,0.5890194579247051
478,100823,0.0,0.30574428298419115
479,100824,0.0,0.3433835935078037
480,100827,0.0,0.1423079527533479
481,100828,0.0,0.1937732155331654
482,100829,0.0,0.1762087338044109
483,100830,1.0,0.6867046346455736
484,100831,1.0,0.5558612244058397
485,100832,0.0,0.24462969123927128
486,100834,1.0,0.596302190541407
487,100835,1.0,0.6506976723335061
488,100836,1.0,0.7349400748467008
489,100837,1.0,0.5221978595809947
490,100838,0.0,0.42084880768485505
491,100840,0.0,0.2687841042049936
492,100841,1.0,0.7903778086728862
493,100843,0.0,0.1423079527533479
494,100844,1.0,0.741952345813985
495,100845,1.0,0.6298918346569989
496,100846,1.0,0.6298918346569989
497,100847,0.0,0.49962383532189314
498,100848,0.0,0.22832084561149765
499,100851,0.0,0.32525249120769206
500,100852,1.0,0.8886948536513646
501,100853,1.0,0.7436468520512287
502,100856,0.0,0.1275369766117612
503,100860,0.0,0.1423079527533479
504,100861,0.0,0.43445472269339
505,100862,0.0,0.22045887872392667
506,100863,0.0,0.26170839267088186
507,100864,1.0,0.8996729502538267
508,100865,0.0,0.21347544142871486
509,100866,0.0,0.22832084561149765
510,100867,1.0,0.6689837441823091
511,100869,1.0,0.6403607083403141
512,100870,0.0,0.2687841042049936
513,100871,1.0,0.8174318059557442
514,100873,0.0,0.38519799038889757
515,100874,0.0,0.40363043944015864
516,100875,0.0,0.42660816853107597
517,100877,0.0,0.26170839267088186
518,100880,0.0,0.41559558354615267
519,100882,0.0,0.49962383532189314
520,100883,0.0,0.14791172668835917
521,100884,0.0,0.24840124641892766
522,100885,0.0,0.42338914860057936
523,100886,0.0,0.39527996616962263
524,100890,0.0,0.26170839267088186
525,100891,0.0,0.28690862416542606
526,100892,0.0,0.14791172668835917
527,100894,1.0,0.6437951894079302
528,100896,0.0,0.1851837268853462
529,100898,0.0,0.3760741869077774
530,100899,0.0,0.42907646517536524
531,100901,0.0,0.32330897772043743
532,100904,1.0,0.6298918346569989
533,100907,1.0,0.7670400553150905
534,100910,0.0,0.40466665084055997
535,100912,0.0,0.13833486082778063
536,100913,0.0,0.14791172668835917
537,100914,0.0,0.16727536568453932
538,100917,0.0,0.30574428298419115
539,100918,1.0,0.8256872161738298
540,100919,1.0,0.5334567057770295
541,100920,1.0,0.7722135652091394
542,100921,0.0,0.25140088623675955
543,100924,0.0,0.21837817455802633
544,100925,0.0,0.20653334930934536
545,100926,1.0,0.5669845991848441
546,100932,0.0,0.13793365372107244
547,100933,1.0,0.8049554201685316
548,100935,1.0,0.5597721632271869
549,100936,0.0,0.2599982714474256
550,100937,1.0,0.6506976723335061
551,100939,0.0,0.42660816853107597
552,100940,1.0,0.5558612244058397
553,100943,1.0,0.8105927730326694
554,100944,0.0,0.4680020718579246
555,100949,0.0,0.11155732906649803
556,100952,1.0,0.6886781513804638
557,100953,0.0,0.4972106089910974
558,100954,0.0,0.4826770658622235
559,100955,0.0,0.3640341189072622
560,100958,0.0,0.29623977411902525
561,100959,0.0,0.2601425369067059
562,100961,1.0,0.6085921695819227
563,100962,0.0,0.28690862416542606
564,100963,0.0,0.3332706937365774
565,100964,1.0,0.6346077423924399
566,100967,0.0,0.3745560947855361
567,100970,1.0,0.8367954679016699
568,100971,1.0,0.8105927730326694
569,100972,0.0,0.49054803362407284
570,100973,1.0,0.5890194579247051
571,100974,0.0,0.2687841042049936
572,100975,1.0,0.5864975435486056
573,100977,1.0,0.5607600932668979
574,100979,1.0,0.6392772140888985
575,100980,1.0,0.7332086638809088
576,100984,0.0,0.453159758311096
577,100985,1.0,0.6805174533533166
578,100987,0.0,0.2788010341193329
579,100989,1.0,0.5221978595809947
580,100994,0.0,0.23637816813184884
581,100995,0.0,0.40363043944015864
582,100997,0.0,0.1721642972600623
583,100998,1.0,0.5780408657892319
584,101000,0.0,0.2599982714474256
585,101002,1.0,0.694554896977433
586,101003,0.0,0.19805011609875978
587,101004,0.0,0.32525249120769206
588,101009,1.0,0.6403607083403141
589,101011,1.0,0.6936099068553783
590,101014,1.0,0.5221978595809947
591,101016,1.0,0.6886781513804638
592,101017,1.0,0.5051341701709693
593,101018,0.0,0.24948283928340373
594,101019,1.0,0.5697440770301982
595,101020,0.0,0.43445472269339
596,101021,0.0,0.21279297836302227
597,101023,0.0,0.1786987978303057
598,101025,1.0,0.6346691749964639
599,101026,0.0,0.38519799038889757
600,101028,0.0,0.27775539093829454
601,101030,0.0,0.19805011609875978
602,101031,0.0,0.49384034954154127
603,101032,0.0,0.42573870810126746
604,101033,0.0,0.32330897772043743
605,101034,0.0,0.40680521970971034
606,101035,0.0,0.1423079527533479
607,101036,1.0,0.7491699866631863
608,101037,0.0,0.32525249120769206
609,101038,1.0,0.5758760153990479
610,101039,0.0,0.44907891659971927
611,101041,0.0,0.22045887872392667
612,101043,0.0,0.49962383532189314
613,101044,1.0,0.7977646481342917
614,101046,0.0,0.40680521970971034
615,101048,0.0,0.14791172668835917
616,101050,0.0,0.32330897772043743
617,101051,0.0,0.42338914860057936
618,101056,0.0,0.24462969123927128
619,101057,1.0,0.5029169325964468
620,101059,1.0,0.5780408657892319
621,101060,0.0,0.40363043944015864
622,101062,0.0,0.40363043944015864
623,101063,1.0,0.5107131169965813
624,101066,1.0,0.5262597669339301
625,101068,1.0,0.6489243670544956
626,101069,1.0,0.560769730992901
627,101070,0.0,0.400214633154431
628,101071,1.0,0.5977793913499478
629,101073,0.0,0.21322700417544785
630,101074,1.0,0.6982806941969616
631,101075,0.0,0.2687841042049936
632,101077,0.0,0.49962383532189314
633,101078,0.0,0.14903308340257476
634,101079,0.0,0.18542576253274648
635,101081,0.0,0.4567721583115617
636,101084,0.0,0.3433835935078037
637,101085,0.0,0.47926449431100515
638,101086,1.0,0.5446815740224386
639,101087,0.0,0.1721642972600623
640,101088,0.0,0.42338914860057936
641,101091,0.0,0.4145508739873921
642,101092,0.0,0.4455860139778805
643,101093,1.0,0.5758760153990479
644,101094,0.0,0.17471527672644233
645,101095,0.0,0.26519456473437264
646,101096,0.0,0.13793365372107244
647,101100,0.0,0.40149726405707914
648,101101,0.0,0.1786987978303057
649,101103,1.0,0.5029169325964468
650,101105,1.0,0.6556070641168595
651,101106,0.0,0.49054803362407284
652,101107,1.0,0.6709449026718762
653,101108,0.0,0.43667637226721484
654,101110,1.0,0.5558612244058397
655,101112,0.0,0.2053234304342109
656,101114,0.0,0.4455860139778805
657,101117,0.0,0.47926449431100515
658,101120,0.0,0.19805011609875978
659,101122,0.0,0.4916234367734064
660,101123,1.0,0.5936162384723446
661,101126,1.0,0.6506976723335061
662,101127,0.0,0.1721642972600623
663,101128,0.0,0.49054803362407284
664,101130,1.0,0.8264226800324729
665,101132,1.0,0.5325296811147879
666,101134,0.0,0.40680521970971034
667,101135,1.0,0.7169935310112581
668,101141,1.0,0.5018412118690165
669,101143,0.0,0.42660816853107597
670,101144,0.0,0.2687841042049936
671,101145,0.0,0.13264905870044985
672,101146,0.0,0.13264905870044985
673,101147,0.0,0.4145508739873921
674,101149,0.0,0.24462969123927128
675,101150,1.0,0.7885028695705165
676,101151,0.0,0.2530737978796321
677,101154,0.0,0.25140088623675955
678,101156,0.0,0.48564882843114143
679,101160,0.0,0.40363043944015864
680,101161,0.0,0.32330897772043743
681,101164,0.0,0.27775539093829454
682,101165,0.0,0.32525249120769206
683,101166,1.0,0.5221978595809947
684,101168,0.0,0.14339397519638195
685,101169,0.0,0.31541706194383073
686,101170,0.0,0.4567721583115617
687,101172,0.0,0.25140088623675955
688,101173,1.0,0.5591108121583291
689,101175,1.0,0.5567991108924832
690,101178,1.0,0.6137870298250085
691,101183,0.0,0.3883363885923132
692,101185,0.0,0.14339397519638195
693,101186,0.0,0.47128305084953054
694,101189,0.0,0.15369662232777712
695,101190,1.0,0.6625276405600555
696,101191,1.0,0.5890194579247051
697,101194,0.0,0.2530737978796321
698,101197,0.0,0.1793174300619403
699,101198,0.0,0.4029357172982254
700,101199,0.0,0.22045887872392667
701,101200,0.0,0.19946260560271448
702,101202,0.0,0.23637816813184884
703,101203,0.0,0.42338914860057936
704,101204,0.0,0.19093399212556883
705,101207,0.0,0.15966537289922852
706,101209,0.0,0.24462969123927128
707,101210,0.0,0.20089352856259027
708,101213,1.0,0.5977793913499478
709,101215,0.0,0.3332706937365774
710,101216,1.0,0.7977646481342917
711,101219,1.0,0.5558612244058397
712,101222,0.0,0.4680020718579246
713,101224,1.0,0.7505069765107164
714,101225,0.0,0.49962383532189314
715,101226,0.0,0.1786987978303057
716,101228,0.0,0.21266658131548305
717,101230,0.0,0.15966537289922852
718,101231,0.0,0.25140088623675955
719,101233,0.0,0.4883316414256053
720,101234,1.0,0.824077491509715
721,101239,0.0,0.27775539093829454
722,101240,0.0,0.19805011609875978
723,101242,0.0,0.11404542113821842
724,101244,0.0,0.4492909095144611
725,101249,0.0,0.24462969123927128
726,101250,0.0,0.35364059598727465
727,101251,1.0,0.6339285233229295
728,101254,0.0,0.43925841243319375
729,101256,0.0,0.49384034954154127
730,101257,1.0,0.7505069765107164
731,101259,0.0,0.40005345336954273
732,101260,0.0,0.29623977411902525
733,101261,1.0,0.6117254389908848
734,101268,0.0,0.4455860139778805
735,101269,0.0,0.22045887872392667
736,101271,1.0,0.5461621167913125
737,101274,0.0,0.3745560947855361
738,101275,1.0,0.6608948613971262
739,101276,0.0,0.41710732108848286
740,101277,1.0,0.5520768426357026
741,101278,0.0,0.23637816813184884
742,101279,0.0,0.42934351981713453
743,101280,0.0,0.3335372308394333
744,101281,0.0,0.1275369766117612
745,101284,0.0,0.4233111805428806
746,101285,0.0,0.2020852703821461
747,101287,0.0,0.43445472269339
748,101288,1.0,0.7495412205200994
749,101289,0.0,0.14903308340257476
750,101292,1.0,0.6982806941969616
751,101295,0.0,0.23360734998269111
752,101297,0.0,0.3395437071578826
753,101298,0.0,0.1423079527533479
754,101299,1.0,0.6709449026718762
755,101302,0.0,0.30574428298419115
756,101303,1.0,0.7977646481342917
757,101304,1.0,0.6168897208473867
758,101311,0.0,0.323940962642305
759,101312,0.0,0.3928046655181646
760,101315,0.0,0.3433835935078037
761,101320,1.0,0.8329609544437476
762,101321,0.0,0.23637816813184884
763,101323,0.0,0.48062679828223664
764,101324,0.0,0.21279297836302227
765,101325,0.0,0.15966537289922852
766,101328,0.0,0.2530737978796321
767,101329,0.0,0.46004248886840426
768,101330,0.0,0.21279297836302227
769,101331,0.0,0.18542576253274648
770,101332,0.0,0.14339397519638195
771,101333,0.0,0.2057207035883252
772,101335,0.0,0.4177513807076107
773,101336,1.0,0.6209656501603384
774,101342,1.0,0.8105927730326694
775,101343,1.0,0.9496460650512238
776,101344,1.0,0.5425017071290676
777,101346,0.0,0.1275369766117612
